folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1,p2g,p2n,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,p11,p11_1d,p11_1m,P11_1u,p11_2e,p11_2m,P11_2l,P11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18,p18_1,p19e1,P19l1,P19u1,p19e2,P19l2,P19u2,p20e,P20l,P20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,P22_2l,P22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_1_9,p24_1_10,p24_1_11,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29,p29_1,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p34_1,p35es,p35cn,p35cd,p35_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_1_7,p35_2_1_8,p35_2_1_9,p35_2_1_10,p35_2_1_11,p35_3c,p35_3t,p35_4,p35_5,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p51,p51_1_1,p51_1_2,p51_1_3,p51_1_4,p51_1_5,p51_1_6,p51_1_7,p51_1_8,p51_1_9,p51_1_10,p51_1_11,filtro,ponfin3,t3mp1_1,t3mp1_2,t3mp1_3,t3mp1_4,t3mp1_5,t3mp1_6,t3mp2,t3mp3,t3mp4_1,t3mp4_2,t3mp4_3,t3mp4_4,t3mp4_5,t3mp4_6,t3mp4_7,t3mp5,t3mp6_1,t3mp6_2,t3mp6_3,t3mp6_4,t3mp6_5,t3mp6_6,t3mp7
1112,2015,4,41512,1,1,1,1,21,1,1,3,3,1,1,2,2,-1,6,2,5,15,5,2,1,8,8,8,3,-2,2,2,2,2,2,2,1,1,17,1710,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705015,0,2,-2,1,20000,1,0,0,27,270040001,2,30,300280037,2,28,280220001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,5,2,1,3,20000,1,1,1,20000,1,1,1,5,0,0,2,1,1,2,-2,10,0,-3,-3,-3,0,10,0,48,48061,4806110768,4,4,2,2,2,1,2,2,2,1,2,2,2,4,2,2,2,48,48061,4806110768,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,11,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,22.99576147, , , , , , , , , , , , , , , , , , , , , , , 
1113,2015,4,41512,1,1,1,1,35,1,1,3,3,2,2,2,2,-1,5,1,-1,4,1,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,1,1,101,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,263,1,2,2,1,1,2,2,2,2,8,6,2500,1,5,811,1,1217001,3,2,-2,1,7000,3,0,0,7,71010001,2,8,80370001,2,8,80370001,2,12,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,80370001,9,2,1,2,3500,3,1,1,7000,3,6,1,0,0,0,2,2,-2,2,-2,14,0,-3,-3,-3,0,14,0,48,48141,4814124000,3,4,2,2,1,2,2,2,2,1,2,2,2,50,2,2,2,48,48141,4814124000,50,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,22.99576147, , , , , , , , , , , , , , , , , , , , , , , 
1113,2015,2,21506,1,1,1,1,21,1,1,2,3,1,1,2,2,-1,6,2,2,5,1,1,3,8,1,8,3,-2,2,2,2,2,2,2,1,1,14,1414,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,65000,1,7,0,21,210010001,2,97,999999997,97,28,280270001,2,11,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,5,2,1,4,65000,1,2,1,65000,1,6,2,0,0,1,1,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,97,99997,9999999997,4,5,2,2,2,1,1,2,2,2,2,2,2,4,2,1,2,97,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,2,2014,5,2015,1,1,1,2,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,28.10982374, , , , , , , , , , , , , , , , , , , , , , , 
1114,2015,4,41512,1,1,1,1,26,1,1,2,4,2,2,2,1,3,6,1,-1,1,-1,-1,1,8,5,8,3,-2,2,2,2,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,6,6041,604168364,3,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,7000,3,0,0,7,71010001,2,26,260040001,1,26,260040001,1,17,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,6,2,1,3,3000,3,1,1,7000,3,6,1,0,0,0,2,97,97,2,-2,37,99,3,-4,99,0,37,0,6,6041,604168364,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,47,2,2,2,6,6041,604168364,3,5,1,741,8,6,13,3,1,811,12,500,4,96,1,0,-2,-2,-2,-2,1,-3,-3,3,2013,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,22.99576147, , , , , , , , , , , , , , , , , , , , , , , 
1115,2015,2,21506,1,1,1,1,20,1,1,3,4,2,2,2,2,-1,1,1,-1,9,0,1,1,1,5,8,3,-2,2,2,2,2,2,2,1,1,21,2101,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,50000,1,2,0,28,280320001,2,7,70780001,2,28,280320001,2,35,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,15,2,1,3,15000,1,1,1,15000,1,1,2,0,0,1,2,1,2,2,-2,3,0,-3,-3,-3,1,3,0,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,1,1,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,2,2,2,2,1,1,2,2,2,2,2,2,1,28.10982374, , , , , , , , , , , , , , , , , , , , , , , 
1115,2015,4,41512,1,1,1,1,39,1,2,0,1,2,2,2,2,-1,1,1,-1,3,1,1,1,1,8,1,2,-1,3,2,2,2,2,2,1,1,18,1802,99,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705015,3,2,-2,2,-2,-2,0,0,7,70090001,2,24,240280001,2,26,260700001,1,2,4,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260700001,5,2,1,4,1000,1,1,2,-2,-2,-2,-2,0,0,0,2,1,1,2,-2,3,0,-3,-3,-3,0,3,0,4,4013,401355000,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,22,2,2,2,4,4013,401355000,22,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2009,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,22.99576147, , , , , , , , , , , , , , , , , , , , , , , 
1116,2015,4,41512,1,1,1,1,18,1,1,2,2,2,2,2,2,-1,1,1,-1,3,1,1,5,1,5,1,2,-1,2,2,1,2,2,2,1,1,18,1804,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,4,2,-2,1,8000,3,0,0,7,70780001,2,21,211140001,2,26,260190001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260190001,29,2,1,3,4000,3,1,1,8000,3,6,1,0,0,0,2,2,-2,2,-2,13,0,-3,-3,-3,0,13,0,4,4013,401355000,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,12,2,2,2,4,4013,401355000,12,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,22.99576147, , , , , , , , , , , , , , , , , , , , , , , 
1116,2015,2,21506,1,1,1,2,23,1,1,3,4,1,1,2,2,-1,1,2,1,10,6,2,1,1,5,8,3,-2,3,2,1,2,2,2,1,1,12,1204,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1209084,3,2,-2,1,50000,1,0,0,99,999999999,99,99,999999999,99,99,999999999,99,20,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,1,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,999999999,8,2,1,2,999999,99,1,1,999999,99,99,2,0,0,5,2,2,-2,2,-2,8,2,3,-4,5,0,6,0,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,1,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,5,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.13306277, , , , , , , , , , , , , , , , , , , , , , , 
1117,2015,2,21506,1,1,1,1,18,1,1,3,4,1,1,2,2,-1,2,2,2,6,1,2,5,8,1,8,3,-2,2,2,2,2,2,2,1,1,14,1414,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,45000,1,2,0,28,280320001,2,24,240130001,2,28,280320001,2,34,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,4,2,2,2,1,1,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,15,2,1,3,18000,1,1,1,18000,1,5,2,0,0,1,2,2,-2,2,-2,16,1,3,-4,5,0,16,0,48,48215,4821545384,7,3,2,2,2,1,1,1,2,2,2,2,2,3,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,2,2,2,2,1,1,1,2,2,2,2,2,1,28.10982374, , , , , , , , , , , , , , , , , , , , , , , 
1132,2015,2,41506,1,1,1,1,19,1,1,2,4,2,2,2,2,-1,6,2,2,10,3,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,1,20,2004,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,30000,1,0,0,7,70270001,2,27,270040001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,3,10000,1,1,1,30000,1,6,1,0,0,1,2,97,2,2,-2,27,0,-3,-3,-3,0,27,0,48,48215,4821545384,7,3,2,2,2,1,2,2,2,1,2,2,2,8,2,1,1,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,5,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,31.64957932, , , , , , , , , , , , , , , , , , , , , , , 
1133,2015,2,41506,1,1,1,1,23,1,1,3,3,2,2,2,2,-1,6,1,-1,1,-1,-1,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,9,924,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,45000,1,0,0,27,270050001,2,28,280320001,2,28,280320001,2,35,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,4,1,3,8000,1,1,1,45000,1,6,1,0,0,0,2,2,-2,2,-2,5,0,-3,-3,-3,0,5,0,48,48215,4821545384,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,2,2,2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,5,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,31.64957932, , , , , , , , , , , , , , , , , , , , , , , 
1135,2015,2,41506,1,1,1,1,19,1,1,3,4,2,2,2,2,-1,6,2,2,3,1,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,1,12,1201,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,722,1,2,2,2,2,2,2,2,2,8,6,600,1,4,811,1,1215013,4,2,-2,1,6000,3,0,0,28,280320001,2,21,211140001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,15,2,1,3,2500,3,1,1,2500,3,2,1,0,0,1,2,1,1,2,-2,23,1,3,-4,5,0,20,0,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,2,1,1,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,5,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,31.64957932, , , , , , , , , , , , , , , , , , , , , , , 
1136,2015,2,41506,1,1,1,1,29,1,2,0,1,2,2,2,2,-1,1,1,-1,5,1,1,5,1,1,1,2,-1,2,2,1,2,2,2,1,1,11,1101,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,1,2,-2,1,48000,1,0,0,28,280320001,2,30,301930001,2,28,280320001,2,55,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,4,1,3,25000,1,1,1,25000,1,1,2,0,0,1,2,1,1,2,-2,15,3,3,-4,5,0,6,0,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,1,2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,31.64957932, , , , , , , , , , , , , , , , , , , , , , , 
1138,2015,2,41506,1,1,1,1,21,1,1,1,2,2,2,2,2,-1,6,2,2,5,2,1,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,12,1202,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1215013,3,2,-2,1,3500,3,0,0,28,280270001,2,97,999999997,97,28,280270001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,9,2,1,2,3800,3,2,1,3500,3,6,1,0,0,1,1,1,2,2,-2,12,0,-3,-3,-3,0,12,0,48,48479,4847941464,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,17,2,1,2,48,48479,4847941464,17,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,5,2015,0,0,-3,2,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,31.64957932, , , , , , , , , , , , , , , , , , , , , , , 
1138,2015,4,11512,1,1,1,1,21,1,1,6,2,2,2,2,2,-1,1,1,-1,3,1,1,1,1,5,1,2,-1,2,2,1,2,2,2,1,1,17,1710,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,612,1,2,2,1,1,2,2,2,2,8,6,2800,1,5,112,1,1705015,3,2,-2,1,2000,3,0,0,27,270170001,2,22,220140001,2,28,280320001,2,40,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,10,2,1,3,2000,3,1,1,2000,3,1,1,0,0,1,2,2,-2,2,-2,12,0,-3,-3,-3,0,12,0,48,48201,4820135000,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,2,2,48,48201,4820135000,10,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,3,3,2015,10,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9.94411307, , , , , , , , , , , , , , , , , , , , , , , 
1139,2015,2,41506,1,1,1,1,39,1,1,1,2,2,2,2,2,-1,5,1,-1,4,1,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,1,12,1215,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,2,-2,-2,2,4,7,70090001,2,97,999999997,97,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,15,2,1,1,1500,2,1,2,-2,-2,-2,-2,4,0,1,2,2,-2,2,-2,5,0,-3,-3,-3,0,5,0,97,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,2,1,2,97,99997,9999999997,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,5,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,31.64957932, , , , , , , , , , , , , , , , , , , , , , , 
1139,2015,4,11512,1,1,1,2,25,1,1,6,2,2,2,2,2,-1,5,1,-1,4,1,2,1,1,5,1,2,-1,2,2,1,2,2,2,1,1,22,2201,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1305024,3,2,-2,1,50000,1,0,0,7,70270001,2,20,200670001,2,28,280320001,2,38,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,3,2,1,2,26000,1,1,1,50000,1,7,1,0,0,0,2,2,-2,2,-2,2,0,-3,-3,-3,0,2,0,48,48215,4821545384,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,2,2013,11,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,6.725010632, , , , , , , , , , , , , , , , , , , , , , , 
1140,2015,4,11512,1,1,1,1,20,1,1,3,4,2,2,2,2,-1,6,2,2,3,2,2,1,8,8,8,3,-2,2,2,1,2,2,2,1,1,12,1201,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,263,1,2,2,2,2,2,2,2,2,10,6,450,1,3,811,1,1312047,3,2,-2,1,8000,1,0,0,30,301930001,2,24,240280001,2,28,280320001,2,6,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,4,8000,1,1,1,8000,1,1,1,0,0,0,2,97,97,2,-2,3,0,-3,-3,-3,0,3,0,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,2,2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,11,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9.94411307, , , , , , , , , , , , , , , , , , , , , , , 
1141,2015,4,11512,1,1,1,1,24,1,1,6,2,2,2,2,2,-1,5,1,-1,3,2,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,1,2,205,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,963,6,2,2,2,2,2,2,2,2,8,6,2500,1,5,811,1,1305024,3,2,-2,1,15000,1,0,0,9,999999999,99,11,110200001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,15,2,1,4,15000,1,1,1,10000,1,2,2,0,0,1,2,97,97,2,-2,10,0,-3,-3,-3,0,10,0,48,48201,4820135000,7,3,2,2,2,1,2,2,2,1,2,2,2,10,2,2,2,48,48201,4820135000,10,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9.94411307, , , , , , , , , , , , , , , , , , , , , , , 
1142,2015,4,11512,1,1,1,1,19,1,1,3,4,2,2,2,2,-1,6,2,2,8,5,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,12,1210,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1209084,3,2,-2,1,55000,1,0,0,20,200670001,2,22,220140001,2,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,3,2,1,3,12000,1,1,1,55000,1,6,1,0,0,1,2,97,97,2,-2,8,1,3,-4,99,0,8,0,48,48215,4821545384,6,3,2,2,2,1,2,2,2,1,2,2,2,8,2,2,2,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,11,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9.94411307, , , , , , , , , , , , , , , , , , , , , , , 
1143,2015,4,11512,1,1,1,1,25,1,1,2,4,2,2,2,2,-1,1,1,-1,2,1,1,1,1,5,8,3,-2,2,2,1,2,2,2,1,1,5,507,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,4,2,-2,1,16000,1,0,0,28,280400001,2,30,301930001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,2,1,3,16000,1,1,1,2000,3,2,2,6,5,1,2,97,97,2,-2,7,0,-3,-3,-3,0,7,0,48,48201,4820135000,7,3,2,2,2,1,2,2,2,1,2,2,2,6,2,2,2,48,48201,4820135000,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,11,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9.94411307, , , , , , , , , , , , , , , , , , , , , , , 
