"","folio","year","trim","unidad","ciudad","punto","turno","sexo","edad","pasmex","p1a","p1n","p2","p3","p3_1","p3_2","p4","p4_1","p5","p6","p6_1","p7","p7_1","p7_2","p7_3_1","p7_3_2","p7_3_3","p7_3_4","p7_4","p7_4_1","p8","p8_1","p9_1","p9_2","p9_3","p10p","p11p","p11_1d","p11_1m","p11_1u","p11_2e","p11_2m","p11_2l","p11_2u","p11_3es","p11_3cn","p11_3cd","p12c","p12t","p13","p13_1","p13_2","p13_2_1","p13_4","p13_5","p13_6_1","p13_6_2","p13_6_3","p13_6_4","p13_6_5","p13_6_6","p13_6_7","p13_6_8","p13_7","p13_8","p13_9c","p13_9u","p13_9t","p13_10","p13_11","p13_12_1","p13_12_2","p14","p14_1","p15","p16","p16_1","p17","p17_1c","p17_1u","p18_1","p18_2","p18_3","p18_4","p18_5","p18_6","p18_7","p18_8","p18_9","p18_10","p18_11","p18_12","p18_13","p18_14","p19_1e","p19_1l","p19_1u","p19_2e","p19_2l","p19_2u","p20e","p20l","p20u","p21c","p21t","p22","p22_1","p22_2e","p22_2m","p22_2l","p22_2u","p22_4","p22_5","p23_1","p23_2","p23_3","p23_4","p23_5","p23_6","p24_0_1","p24_0_2","p24_0_3","p24_0_4","p24_0_5","p24_0_6","p24_0_7","p24_1_1","p24_1_2","p24_1_3","p24_1_4","p24_1_5","p24_1_6","p24_1_7","p24_2_1","p24_2_2","p24_2_3","p24_2_4","p24_2_5","p24_2_6","p24_2_7","p24_2_8","p25","p25_1_1","p25_1_2","p25_1_3","p25_1_4","p25_1_5","p25_1_6","p25_1_7","p25_1_8","p25_2","p26","p26_1c","p26_1t","p26_2","p26_3","p27","p27_1c","p27_1u","p27_1_1","p27_2","p28c","p28u","p28_1","p29_1","p29_2","p29_3","p29_4","p29_5","p29_6","p29_7","p29_8","p29_9","p29_10","p29_11","p29_12","p29_13","p30","p31","p31_1","p31_2","p32","p32_1","p33","p33_1","p33_1_1","p33_1_2","p33_1_3","p33_2","p34","p35es","p35cn","p35cd","p35_1","p35_1_1","p35_2","p35_2_1_1","p35_2_1_2","p35_2_1_3","p35_2_1_4","p35_2_1_5","p35_2_1_6","p35_2_2","p35_3_1","p35_3_2","p35_3_3","p35_3_4","p35_3_5","p35_3_6","p35_3_7","p35_4c","p35_4t","p35_5","p35_6","p35_7","p35_8","p36es","p36cn","p36cd","p37c","p37t","p38","p38_2","p38_2_1","p38_2_2","p38_3c","p38_3u","p38_3t","p38_4","p38_5","p38_5_1_1","p38_5_1_2","p38_5_1_3","p38_5_1_4","p38_5_1_5","p38_5_1_6","p38_5_1_7","p38_5_1_8","p38_5_1_9","p38_5_1_10","p39","p39_1","p39_2_1","p39_2_2","p40","p41","p42","p43","p43_1","p43_2","p44","p44_1","p45","p46m","p46a","p47","p48","p48_1","p49","p50","p50_1","filtro","ponfin3","pais","deported"
"1:2268",79,2017,2,61704,1,1,1,1,30,1,6,1,1,2,2,2,2,-3,6,1,-4,1,-5,-5,1,0,5,0,-6,-6,2,2,2,2,2,1,1,22,2212,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1209084,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,9,999999999,99,28,280320001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,4,2,1,3,1,750,3,2,3,5000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,3,0,-34,-34,-34,0,3,48,48215,4821545384,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,4,48,48215,4821545384,9,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,3,2017,0,0,-51,1,-52,-52,1,16.48550724,"Guatemala","USA"
"1:2269",80,2017,2,61704,1,1,1,1,24,1,1,2,-2,2,2,2,2,-3,6,2,2,5,2,2,1,0,1,0,-6,-6,2,2,1,2,2,1,1,9,903,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1305024,0,2,-19,1,70000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70190001,2,24,240280001,2,26,260040001,1,6,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,3,2,1,3,1,70000,1,6,1,30000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,-32,6,0,-34,-34,-34,0,6,4,4013,401355000,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,4,4,4013,401355000,7,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,3,2017,0,0,-51,1,-52,-52,1,16.48550724,"Guatemala","USA"
"1:2270",83,2017,2,61704,1,1,1,2,58,1,0,0,2,2,2,2,2,-3,4,1,-4,2,2,1,0,0,1,1,2,-7,5,2,1,2,2,1,1,1,136,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,211,6,2,2,2,2,2,2,2,2,8,6,50,1,2,311,2,4,96,1,1215013,0,2,-19,1,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,19,190390001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,3,98,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,16.48550724,"Guatemala","USA"
"1:2271",84,2017,2,61704,1,1,1,1,27,1,2,3,-2,2,2,2,2,-3,5,1,-4,3,1,1,1,1,1,1,2,-7,2,1,1,2,2,1,1,1,101,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,834,1,2,2,2,2,2,2,2,2,8,6,3500,1,5,311,2,2,96,1,1312047,3,2,-19,1,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,15,999999999,99,28,280320001,2,20,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,10,2,1,3,2,-29,-29,-29,-29,2000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,40,10,3,-35,5,0,7,48,48215,4821545384,4,4,3,1,2,2,2,1,2,2,1,1,2,2,2,2,2,40,2,1,1,1,2,48,48215,4821545384,7,1,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,1,0,-45,-45,-45,-45,2,2,2016,2,2017,0,0,-51,2,2,2,1,16.48550724,"Guatemala","USA"
"1:2272",87,2017,2,61704,1,1,1,2,21,1,3,3,-2,2,2,2,2,-3,6,2,2,6,3,2,1,0,1,0,-6,-6,3,2,2,2,2,1,1,15,1503,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,321,1,2,2,2,2,2,2,2,2,9,6,1000,1,5,517,2,2,96,1,1312047,3,2,-19,1,80000,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,28,280320001,2,27,270040001,2,28,280320001,2,6,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,2,1,3,1,80000,1,6,2,35000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,6,0,-34,-34,-34,0,6,48,99999,9999999999,5,4,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,1,1,2,2,48,99999,9999999999,2,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,2,2017,0,0,-51,1,-52,-52,1,16.48550724,"Guatemala","USA"
"1:2273",88,2017,2,61704,1,1,1,1,22,1,3,2,-2,2,2,2,2,-3,1,1,-4,4,2,1,0,1,5,1,2,-7,3,2,1,2,2,1,1,22,2214,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,712,1,2,2,2,2,2,2,2,2,8,6,100,1,2,236,2,1,96,1,1705015,0,2,-19,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,30,301930001,2,28,280320001,2,22,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,3,1,5000,3,6,2,3500,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,0,-33,-33,-33,-33,-33,-33,48,48215,4821545384,4,4,3,1,2,2,2,1,1,3,2,2,2,2,2,2,2,25,2,2,1,2,4,48,48215,4821545384,25,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,2,2017,0,0,-51,1,-52,-52,1,16.48550724,"Guatemala","USA"
"1:2274",117,2017,2,71704,1,1,1,2,33,1,4,1,1,1,1,2,2,-3,5,1,-4,6,2,1,1,1,1,1,2,-7,4,2,2,2,2,1,1,5,502,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,421,6,2,2,2,2,2,2,2,2,8,6,100,1,2,311,2,2,96,1,1312047,3,2,-19,1,4000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280220001,2,30,301930001,2,28,280220001,2,3,3,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280220001,2,3,1,3,2,-29,-29,-29,-29,4000,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,0,2,2,-31,2,-32,6,0,-34,-34,-34,0,1,48,48061,4806110768,5,4,3,1,2,2,2,1,2,2,1,1,2,2,2,2,2,4,4,1,1,1,2,48,48061,4806110768,1,1,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,2,0,-45,-45,-45,-45,1,-48,-48,11,2016,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2275",120,2017,2,71704,1,1,1,1,26,1,3,1,1,2,1,2,2,-3,1,1,-4,3,1,1,1,1,5,1,2,-7,2,2,2,2,2,1,1,14,1420,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,611,2,2,2,2,2,2,2,2,2,8,6,60,1,2,111,2,2,96,1,1305024,0,2,-19,1,50000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,15,999999999,99,26,260040001,1,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,10,2,1,3,2,-29,-29,-29,-29,17000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,10,0,-34,-34,-34,0,6,4,4019,401977000,6,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,10,2,1,2,2,4,4,4019,401977000,15,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,2,2017,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2276",124,2017,2,71704,1,1,1,2,30,1,4,1,1,2,2,2,2,-3,2,1,-4,1,-5,-5,0,0,5,1,2,-7,2,2,2,2,2,1,1,9,919,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,1,-16,751,6,2,2,2,2,2,2,2,2,8,6,90,1,2,311,2,2,96,1,1209084,3,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,211140001,2,19,190390001,2,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,15,2,1,4,1,800,3,2,3,1300,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-31,2,-32,9,0,-34,-34,-34,0,9,48,48215,4821545384,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,48,48215,4821545384,5,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,11,2016,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2277",125,2017,2,71704,1,1,1,1,35,1,6,1,1,2,2,2,2,-3,1,1,-4,4,2,1,1,3,5,3,1,2,2,2,2,2,2,1,1,12,1215,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1215013,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20040001,2,7,70270001,2,2,20040001,2,15,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,20040001,2,2,1,2,1,5000,3,2,3,5000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,15,0,-34,-34,-34,0,15,6,6073,607366000,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,2,2,2,2,4,6,6073,607366000,15,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,3,2017,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2278",126,2017,2,71704,1,1,1,1,26,1,3,3,-2,2,2,2,2,-3,6,1,-4,1,-5,-5,5,0,5,0,-6,-6,3,2,2,2,2,1,1,17,1705,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1305024,2,2,-19,1,50000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,71010001,2,9,999999999,99,26,260040001,1,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,8,2,1,4,1,50000,1,6,1,15000,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,9,0,-34,-34,-34,0,9,4,4019,401977000,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,4,4,4019,401977000,8,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,3,2017,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2279",127,2017,2,71704,1,1,1,1,23,1,3,2,-2,2,2,2,2,-3,2,2,2,6,6,2,1,0,5,0,-6,-6,2,2,1,2,2,1,1,6,608,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,1,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,20,200670001,2,26,260700001,1,1,4,2,2,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260700001,5,2,1,4,2,-29,-29,-29,-29,3000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-31,2,-32,3,0,-34,-34,-34,0,3,4,4013,401355000,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,1,1,2,4,4,4013,401355000,12,2,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,3,2017,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2280",130,2017,2,71704,1,1,1,1,39,1,0,0,1,1,1,2,2,-3,1,1,-4,3,1,1,1,1,1,1,2,-7,2,2,2,2,2,1,1,9,909,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,1,2,-19,1,50000,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,280320001,1,3,1,3,1,50000,1,6,2,50000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,-32,99,99,99,99,98,99,0,48,48215,4821545384,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,2,4,48,48215,4821545384,1,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,99,9999,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2281",131,2017,2,71704,1,1,1,1,19,1,2,1,1,1,1,2,2,-3,6,2,2,12,6,2,1,0,1,1,2,-7,4,2,2,2,2,1,1,14,1416,2,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,98,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,98,98,999999998,98,98,999999998,98,998,98,98,98,98,99998,999999998,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,998,98,98,98,98,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,22.65700482,"Guatemala","USA"
"1:2282",132,2017,2,71704,1,1,1,1,19,1,6,1,1,1,2,2,2,-3,1,1,-4,6,1,1,1,1,1,1,2,-7,2,2,1,2,2,1,1,13,1318,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1305024,0,2,-19,1,30000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,80370001,2,21,211140001,2,8,80370001,2,1,3,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,80370001,2,2,1,3,1,3000,1,6,1,30000,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,3,0,-34,-34,-34,0,3,48,99997,9999999997,4,4,4,1,2,2,2,1,1,2,2,2,2,2,2,2,2,5,4,2,1,1,2,48,99999,9999999999,5,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,1,-46,2015,1,2,1,-48,-48,11,2016,0,0,-51,1,-52,-52,1,22.65700482,"Guatemala","USA"
"1:2283",222,2017,2,121704,1,1,1,1,45,1,6,1,1,2,2,2,1,3,1,1,-4,4,2,1,1,3,1,3,1,2,2,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,12,12011,1201124000,20,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1209084,0,2,-19,2,-20,-20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70400001,2,9,999999999,99,26,260040001,1,8,2,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,1,2,1,2,1,800,3,2,3,1100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,40,97,3,-35,97,0,97,12,12011,1201124000,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,35,2,2,2,2,4,12,12011,1201124000,20,5,1,835,8,6,22,3,1,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,8,1997,0,0,-51,1,-52,-52,1,16.13751263,"Guatemala","USA"
"1:2284",223,2017,2,121704,1,1,1,1,25,1,6,1,1,1,1,2,2,-3,1,1,-4,3,2,1,1,3,5,3,1,1,2,2,2,2,2,1,5,-10,-10,-10,-10,-10,-10,-10,13,13121,1312104000,5,4,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,3,2,-19,1,8000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,18,180170001,2,26,260040001,1,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,260040001,7,2,1,4,1,800,3,6,1,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-32,9,0,-34,-34,-34,0,9,13,13121,1312104000,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,5,4,2,2,2,4,13,13121,1312104000,5,5,1,713,11,6,180,3,2,236,2,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,10,2012,0,0,-51,1,-52,-52,1,16.13751263,"Guatemala","USA"
"1:2285",224,2017,2,121704,1,1,1,1,31,1,2,1,1,2,2,2,2,-3,6,2,2,6,2,2,1,0,5,0,-6,-6,2,2,2,2,2,1,1,12,1215,99,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,0,2,-19,1,7000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,22,220140001,2,8,80370001,2,1,4,2,2,-22,-22,-22,-22,-22,-22,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,80370001,20,2,1,3,1,7000,2,5,2,7000,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,6,0,-34,-34,-34,0,6,48,48141,4814124000,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,4,2,2,2,4,48,48141,4814124000,3,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,1,0,-45,-45,-45,-45,1,-48,-48,1,2017,0,0,-51,1,-52,-52,1,16.13751263,"Guatemala","USA"
"1:2286",225,2017,2,121704,1,1,1,1,24,1,3,2,-2,1,1,2,2,-3,6,2,2,4,2,2,1,0,1,0,-6,-6,2,2,2,2,2,1,1,4,402,1,-12,-12,-12,-12,-12,-12,-12,555,5,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,1,96,1,1217001,1,2,-19,1,20000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70890001,2,21,211140001,2,2,20040001,2,22,2,2,2,-22,-22,-22,-22,-22,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,-23,2,-26,-26,-26,-26,-26,-26,-26,-26,-26,20040001,15,2,1,3,1,15000,1,6,1,10000,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-32,2,0,-34,-34,-34,0,2,6,6073,607366000,6,2,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,4,2,2,2,2,6,6073,607366000,4,4,2,-39,-39,-39,-39,-39,-39,-39,3,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,0,-44,-44,-44,2,0,-45,-45,-45,-45,1,-48,-48,12,2016,0,0,-51,1,-52,-52,1,16.13751263,"Guatemala","USA"
